1	1	0	0	0	1	0	0	12.24	11.99	12.48	0.724	0.709	0.738
1	1	0	0	0	0	1	0	9.19	8.38	9.99	0.543	0.496	0.591
1	1	0	0	0	0	0	1	13.77	13.72	13.81	0.814	0.812	0.817
1	0	1	1	0	0	0	0	9.74	10.33	9.14	0.576	0.611	0.541
1	0	1	0	1	0	0	0	10.75	11.52	9.97	0.636	0.682	0.59
1	0	1	0	0	1	0	0	12.99	13.12	12.85	0.768	0.776	0.76
1	0	1	0	0	0	1	0	8.72	8.14	9.29	0.516	0.482	0.55
1	0	1	0	0	0	0	1	13.95	13.35	14.54	0.825	0.79	0.86
1	0	0	1	1	0	0	0	12.42	13.02	11.81	0.735	0.77	0.699
1	0	0	1	0	1	0	0	0	0	0	0	0	0
1	0	0	1	0	0	1	0	8.83	7.28	10.38	0.522	0.431	0.614
1	0	0	1	0	0	0	1	11.94	12.9	10.97	0.706	0.763	0.649
1	0	0	0	1	1	0	0	11.93	12.02	11.84	0.706	0.711	0.701
1	0	0	0	1	0	1	0	7.92	8.51	7.32	0.468	0.504	0.433
1	0	0	0	1	0	0	1	14.28	14.32	14.23	0.845	0.847	0.842
1	0	0	0	0	1	1	0	0	0	0	0	0	0
1	0	0	0	0	1	0	1	12.64	12.64	12.64	0.748	0.748	0.748
1	0	0	0	0	0	1	1	12.47	12.81	12.13	0.738	0.758	0.718
0	1	1	1	0	0	0	0	11.27	10.54	11.99	0.667	0.624	0.709
0	1	1	0	1	0	0	0	13.04	12.86	13.22	0.772	0.761	0.782
0	1	1	0	0	1	0	0	0	0	0	0	0	0
0	1	1	0	0	0	1	0	9.45	9.76	9.13	0.559	0.578	0.54
0	1	1	0	0	0	0	1	11.69	11.6	11.78	0.692	0.686	0.697
0	1	0	1	1	0	0	0	14.99	14.5	15.47	0.887	0.858	0.915
0	1	0	1	0	1	0	0	0	0	0	0	0	0
0	1	0	1	0	0	1	0	9.49	10.34	8.64	0.562	0.612	0.511
0	1	0	1	0	0	0	1	10.6	10.68	10.51	0.627	0.632	0.622
0	1	0	0	1	1	0	0	0	0	0	0	0	0
0	1	0	0	1	0	1	0	10.7	9.77	11.63	0.633	0.578	0.688
0	1	0	0	1	0	0	1	13.13	13.72	12.54	0.777	0.812	0.742
0	1	0	0	0	1	1	0	7.73	6.41	9.04	0.457	0.379	0.535
0	1	0	0	0	1	0	1	13.93	13.83	14.03	0.824	0.818	0.83
0	1	0	0	0	0	1	1	9.58	9.49	9.67	0.567	0.562	0.572
0	0	1	1	1	0	0	0	12.44	12.26	12.62	0.736	0.725	0.747
0	0	1	1	0	1	0	0	12.48	13.07	11.88	0.738	0.773	0.703
0	0	1	1	0	0	1	0	6.44	6.33	6.54	0.381	0.375	0.387
0	0	1	1	0	0	0	1	11.1	11.48	10.71	0.657	0.679	0.634
0	0	1	0	1	1	0	0	0	0	0	0	0	0
0	0	1	0	1	0	1	0	8.86	9.08	8.63	0.524	0.537	0.511
0	0	1	0	1	0	0	1	13.61	14.32	12.9	0.805	0.847	0.763
0	0	1	0	0	1	1	0	0	0	0	0	0	0
0	0	1	0	0	1	0	1	14.64	14.33	14.94	0.866	0.848	0.884
0	0	1	0	0	0	1	1	7	7.18	6.81	0.414	0.425	0.403
0	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	1	1	0	1	0	9.39	9.89	8.88	0.555	0.585	0.525
0	0	0	1	1	0	0	1	11.07	10.95	11.19	0.655	0.648	0.662
0	0	0	1	0	1	1	0	0	0	0	0	0	0
0	0	0	1	0	1	0	1	13.44	12.71	14.16	0.795	0.752	0.838
0	0	0	1	0	0	1	1	7.62	7.51	7.72	0.451	0.444	0.457
0	0	0	0	1	1	1	0	0	0	0	0	0	0
0	0	0	0	1	1	0	1	15.69	16.34	15.04	0.928	0.967	0.89
0	0	0	0	1	0	1	1	0	0	0	0	0	0
0	0	0	0	0	1	1	1	10.23	10.87	9.59	0.605	0.643	0.567
1	1	1	1	0	0	0	0	10.52	11.04	9.99	0.622	0.653	0.591
1	1	1	0	1	0	0	0	12.42	12.42	12.42	0.735	0.735	0.735
1	1	1	0	0	1	0	0	0	0	0	0	0	0
1	1	1	0	0	0	1	0	8.85	8.93	8.76	0.523	0.528	0.518
1	1	1	0	0	0	0	1	13.24	13.85	12.63	0.783	0.82	0.747
1	1	0	1	1	0	0	0	14.37	14.88	13.86	0.85	0.88	0.82
1	1	0	1	0	1	0	0	0	0	0	0	0	0
1	1	0	1	0	0	1	0	8.31	8.88	7.73	0.491	0.525	0.457
1	1	0	1	0	0	0	1	11.84	11.73	11.94	0.7	0.694	0.707
1	1	0	0	1	1	0	0	13.01	14.52	11.49	0.77	0.859	0.68
1	1	0	0	1	0	1	0	0	0	0	0	0	0
1	1	0	0	1	0	0	1	14.15	13.99	14.31	0.837	0.828	0.847
1	1	0	0	0	1	1	0	0	0	0	0	0	0
1	1	0	0	0	1	0	1	14.22	13.55	14.88	0.841	0.802	0.88
1	1	0	0	0	0	1	1	12.21	11.72	12.69	0.722	0.693	0.751
1	0	1	1	1	0	0	0	0	0	0	0	0	0
1	0	1	1	0	1	0	0	0	0	0	0	0	0
1	0	1	1	0	0	1	0	4.63	4.84	4.42	0.274	0.286	0.262
1	0	1	1	0	0	0	1	11.15	11.41	10.88	0.659	0.675	0.644
1	0	1	0	1	1	0	0	11.4	11.75	11.05	0.675	0.695	0.654
1	0	1	0	1	0	1	0	9.11	9.24	8.98	0.539	0.547	0.531
1	0	1	0	1	0	0	1	13.81	14.03	13.59	0.817	0.83	0.804
1	0	1	0	0	1	1	0	0	0	0	0	0	0
1	0	1	0	0	1	0	1	12.56	12.73	12.38	0.743	0.753	0.733
1	0	1	0	0	0	1	1	10.81	11.61	10.01	0.64	0.687	0.592
1	0	0	1	1	1	0	0	0	0	0	0	0	0
1	0	0	1	1	0	1	0	10.88	9.22	12.53	0.643	0.546	0.741
1	0	0	1	1	0	0	1	12.23	11.94	12.51	0.723	0.707	0.74
1	0	0	1	0	1	1	0	0	0	0	0	0	0
1	0	0	1	0	1	0	1	13.48	13.33	13.63	0.798	0.789	0.807
1	0	0	1	0	0	1	1	8.44	8.36	8.51	0.499	0.495	0.504
1	0	0	0	1	1	1	0	0	0	0	0	0	0
1	0	0	0	1	1	0	1	12.66	13.2	12.11	0.749	0.781	0.717
1	0	0	0	1	0	1	1	10.19	10	10.38	0.603	0.592	0.614
1	0	0	0	0	1	1	1	11	11.24	10.75	0.651	0.665	0.636
0	1	1	1	1	0	0	0	11.51	11.82	11.2	0.681	0.699	0.663
0	1	1	1	0	1	0	0	0	0	0	0	0	0
0	1	1	1	0	0	1	0	8.13	6.36	9.9	0.481	0.376	0.586
0	1	1	1	0	0	0	1	12.35	11.77	12.92	0.73	0.696	0.764
0	1	1	0	1	1	0	0	0	0	0	0	0	0
0	1	1	0	1	0	1	0	7.47	7.46	7.48	0.442	0.441	0.443
0	1	1	0	1	0	0	1	13	14	12	0.769	0.828	0.71
0	1	1	0	0	1	1	0	0	0	0	0	0	0
0	1	1	0	0	1	0	1	13.72	14.11	13.32	0.812	0.835	0.788
0	1	1	0	0	0	1	1	7.14	7.93	6.35	0.422	0.469	0.376
0	1	0	1	1	1	0	0	0	0	0	0	0	0
0	1	0	1	1	0	1	0	7.97	8.44	7.49	0.471	0.499	0.443
0	1	0	1	1	0	0	1	0	0	0	0	0	0
0	1	0	1	0	1	1	0	0	0	0	0	0	0
0	1	0	1	0	1	0	1	12.68	12.71	12.65	0.75	0.752	0.749
0	1	0	1	0	0	1	1	8.09	8.49	7.68	0.478	0.502	0.454
0	1	0	0	1	1	1	0	0	0	0	0	0	0
0	1	0	0	1	1	0	1	14.64	14.83	14.45	0.866	0.878	0.855
0	1	0	0	1	0	1	1	0	0	0	0	0	0
0	1	0	0	0	1	1	1	0	0	0	0	0	0
0	0	1	1	1	1	0	0	0	0	0	0	0	0
0	0	1	1	1	0	1	0	6.94	6.47	7.4	0.41	0.383	0.438
0	0	1	1	1	0	0	1	11.87	12.07	11.66	0.702	0.714	0.69
0	0	1	1	0	1	1	0	0	0	0	0	0	0
0	0	1	1	0	1	0	1	13.41	14.03	12.79	0.793	0.83	0.757
0	0	1	1	0	0	1	1	7	6.99	7	0.414	0.414	0.414
0	0	1	0	1	1	1	0	0	0	0	0	0	0
0	0	1	0	1	1	0	1	14.31	14.71	13.91	0.847	0.87	0.823
0	0	1	0	1	0	1	1	8.88	9.08	8.67	0.525	0.537	0.513
0	0	1	0	0	1	1	1	11.14	10.94	11.34	0.659	0.647	0.671
0	0	0	1	1	1	1	0	0	0	0	0	0	0
0	0	0	1	1	1	0	1	12.97	12.85	13.09	0.767	0.76	0.775
0	0	0	1	1	0	1	1	7.66	7.66	7.66	0.453	0.453	0.453
0	0	0	1	0	1	1	1	7.82	7.51	8.12	0.462	0.444	0.48
0	0	0	0	1	1	1	1	0	0	0	0	0	0
1	1	1	1	1	0	0	0	10.22	9.97	10.47	0.605	0.59	0.62
1	1	1	1	0	1	0	0	0	0	0	0	0	0
1	1	1	1	0	0	1	0	7.27	7.27	7.27	0.43	0.43	0.43
1	1	1	1	0	0	0	1	11.59	12.17	11	0.686	0.72	0.651
1	1	1	0	1	1	0	0	10.8	10.43	11.16	0.639	0.617	0.66
1	1	1	0	1	0	1	0	9.47	8.66	10.28	0.56	0.512	0.608
1	1	1	0	1	0	0	1	11.94	11.48	12.4	0.707	0.679	0.734
1	1	1	0	0	1	1	0	0	0	0	0	0	0
1	1	1	0	0	1	0	1	13.43	13.74	13.11	0.794	0.813	0.776
1	1	1	0	0	0	1	1	10.76	10.76	10.76	0.637	0.637	0.637
1	1	0	1	1	1	0	0	12.28	12.21	12.35	0.727	0.722	0.731
1	1	0	1	1	0	1	0	10.21	10.44	9.98	0.604	0.618	0.591
1	1	0	1	1	0	0	1	12.21	12.04	12.38	0.722	0.712	0.733
1	1	0	1	0	1	1	0	0	0	0	0	0	0
1	1	0	1	0	1	0	1	10.33	10.02	10.63	0.611	0.593	0.629
1	1	0	1	0	0	1	1	10.43	10.77	10.08	0.617	0.637	0.596
1	1	0	0	1	1	1	0	0	0	0	0	0	0
1	1	0	0	1	1	0	1	13.92	13.77	14.07	0.824	0.815	0.833
1	1	0	0	1	0	1	1	10.79	10.69	10.88	0.638	0.633	0.644
1	1	0	0	0	1	1	1	0	0	0	0	0	0
1	0	1	1	1	1	0	0	0	0	0	0	0	0
1	0	1	1	1	0	1	0	5.7	5.87	5.53	0.337	0.347	0.327
1	0	1	1	1	0	0	1	10.93	11.8	10.06	0.647	0.698	0.595
1	0	1	1	0	1	1	0	0	0	0	0	0	0
1	0	1	1	0	1	0	1	11.84	12.56	11.12	0.701	0.743	0.658
1	0	1	1	0	0	1	1	6.91	8.29	5.53	0.409	0.491	0.327
1	0	1	0	1	1	1	0	0	0	0	0	0	0
1	0	1	0	1	1	0	1	15.69	16.04	15.34	0.928	0.949	0.908
1	0	1	0	1	0	1	1	7.54	8.84	6.24	0.446	0.523	0.369
1	0	1	0	0	1	1	1	10.46	11.28	9.63	0.619	0.667	0.57
1	0	0	1	1	1	1	0	0	0	0	0	0	0
1	0	0	1	1	1	0	1	12.16	11.76	12.56	0.72	0.696	0.743
1	0	0	1	1	0	1	1	9.07	8.23	9.91	0.537	0.487	0.586
1	0	0	1	0	1	1	1	0	0	0	0	0	0
1	0	0	0	1	1	1	1	10.39	10.34	10.44	0.615	0.612	0.618
0	1	1	1	1	1	0	0	0	0	0	0	0	0
0	1	1	1	1	0	1	0	6.54	6.57	6.51	0.387	0.389	0.385
0	1	1	1	1	0	0	1	11.31	11.84	10.77	0.669	0.701	0.637
0	1	1	1	0	1	1	0	0	0	0	0	0	0
0	1	1	1	0	1	0	1	13.17	12.89	13.45	0.779	0.763	0.796
0	1	1	1	0	0	1	1	7.04	7.44	6.63	0.416	0.44	0.392
0	1	1	0	1	1	1	0	0	0	0	0	0	0
0	1	1	0	1	1	0	1	13.98	14.44	13.51	0.827	0.854	0.799
0	1	1	0	1	0	1	1	9.5	10.35	8.65	0.562	0.612	0.512
0	1	1	0	0	1	1	1	10.45	10.77	10.12	0.618	0.637	0.599
0	1	0	1	1	1	1	0	0	0	0	0	0	0
0	1	0	1	1	1	0	1	12.51	13.74	11.27	0.74	0.813	0.667
0	1	0	1	1	0	1	1	7.93	7.93	7.39	0.469	0.469	0.469
0	1	0	1	0	1	1	1	9.1	8.72	9.47	0.538	0.516	0.56
0	1	0	0	1	1	1	1	10.39	9.91	10.86	0.614	0.586	0.643
0	0	1	1	1	1	1	0	0	0	0	0	0	0
0	0	1	1	1	1	0	1	10.46	10.73	10.18	0.619	0.635	0.602
0	0	1	1	1	0	1	1	7.01	7.24	6.77	0.414	0.428	0.401
0	0	1	1	0	1	1	1	8.74	8.79	8.69	0.517	0.52	0.514
0	0	1	0	1	1	1	1	10.91	11.77	10.04	0.645	0.696	0.594
0	0	0	1	1	1	1	1	7.68	8.05	7.3	0.454	0.476	0.432
1	1	1	1	1	1	0	0	11.84	11.76	11.91	0.7	0.696	0.705
1	1	1	1	1	0	1	0	5.82	5.92	5.72	0.344	0.35	0.338
1	1	1	1	1	0	0	1	11.67	11.94	11.4	0.691	0.707	0.675
1	1	1	1	0	1	1	0	0	0	0	0	0	0
1	1	1	1	0	1	0	1	11.19	11.04	11.33	0.662	0.653	0.67
1	1	1	1	0	0	1	1	7.49	7.72	7.25	0.443	0.457	0.429
1	1	1	0	1	1	1	0	0	0	0	0	0	0
1	1	1	0	1	1	0	1	12.34	12.81	11.86	0.73	0.758	0.702
1	1	1	0	1	0	1	1	10.35	10.14	10.55	0.612	0.6	0.624
1	1	1	0	0	1	1	1	10.63	11.1	10.16	0.629	0.657	0.601
1	1	0	1	1	1	1	0	5.38	4.95	5.81	0.318	0.293	0.344
1	1	0	1	1	1	0	1	14.22	14.03	14.4	0.841	0.83	0.852
1	1	0	1	1	0	1	1	0	0	0	0	0	0
1	1	0	1	0	1	1	1	0	0	0	0	0	0
1	1	0	0	1	1	1	1	10.3	9.44	11.16	0.609	0.559	0.66
1	0	1	1	1	1	1	0	0	0	0	0	0	0
1	0	1	1	1	1	0	1	11.32	11.38	11.25	0.67	0.673	0.666
1	0	1	1	1	0	1	1	9.22	8.57	9.86	0.545	0.507	0.583
1	0	1	1	0	1	1	1	0	0	0	0	0	0
1	0	1	0	1	1	1	1	8.09	7.93	8.25	0.479	0.469	0.488
1	0	0	1	1	1	1	1	8.03	7.66	8.4	0.475	0.453	0.497
0	1	1	1	1	1	1	0	0	0	0	0	0	0
0	1	1	1	1	1	0	1	13.36	13.69	13.02	0.79	0.81	0.77
0	1	1	1	1	0	1	1	7.94	9.32	6.55	0.47	0.551	0.388
0	1	1	1	0	1	1	1	0	0	0	0	0	0
0	1	1	0	1	1	1	1	0	0	0	0	0	0
0	1	0	1	1	1	1	1	8.68	7.75	9.61	0.514	0.459	0.569
0	0	1	1	1	1	1	1	0	0	0	0	0	0
0	1	1	1	1	1	1	1	0	0	0	0	0	0
1	0	1	1	1	1	1	1	0	0	0	0	0	0
1	1	0	1	1	1	1	1	7.7	7.41	7.99	0.456	0.438	0.473
1	1	1	0	1	1	1	1	10.87	9.96	11.78	0.643	0.589	0.697
1	1	1	1	0	1	1	1	7.55	8.11	6.98	0.446	0.48	0.413
1	1	1	1	1	0	1	1	7.57	7.87	7.27	0.448	0.466	0.43
1	1	1	1	1	1	0	1	0	0	0	0	0	0
1	1	1	1	1	1	1	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	0	0	0	0	0	0
